,Analysis,Polarity,Profanity,Subjectivity,author id,compound,for,id,neg,neu,pos,text,type,Gender,Activist
253,Positive,0.2,False,0.2,1100080806867824643,0.4939,3160201248,1513613929553014788,0.0,0.904,0.096,"Coming up Thursday at 2pm ET:

 joins , ,  for a webinar on closing the racial wealth gap – and the economic transformation required to get there. 

RSVP with https://t.co/vI8kf02mkb https://t.co/1mFX89ZPjq",Mention,Male,True
254,Neutral,0.0,False,0.0,496496353,0.0,3160201248,1513342359211507712,0.0,1.0,0.0,_Network _kdh      0x1Fe4651E4FE8952c9FBD813F194E71e579696513,Mention,Male,True
255,Neutral,0.0,False,0.0,496496353,0.0,3160201248,1513342190566936577,0.0,1.0,0.0,_Network _kdh     ,Mention,Male,True
256,Positive,0.1833333333333333,False,0.8,3071796608,0.0258,3160201248,1512854121128284163,0.13,0.737,0.133,"  +targeted universalism frmwrk offer some ways to communicate/think about this (cc:  ): 
https://t.co/7UNqJKGrNw 
""Targeted universalistic interventions undermine active or passive forces of structural exclusion and marginalization...",Mention,Male,True
257,Positive,0.1666666666666666,False,0.55,1423445240057417731,0.4588,3160201248,1512068721522593801,0.0,0.871,0.129,"definitely following  in my artistic choice to write my name in lowercase in that we should exist as “part of the universe, not over it, as capitals signify.”",Mention,Male,True
258,Positive,1.0,False,1.0,769906189542928385,0.5719,3160201248,1511813137200082944,0.0,0.709,0.291,excellent elucidation of reparations issues and examples from    https://t.co/ZLBOOo2TYx,Mention,Male,True
259,Neutral,0.0,False,0.0,186694607,0.0,3160201248,1511490881811095555,0.0,1.0,0.0,"cc: , ,   https://t.co/xE8f0T3iXg",Mention,Male,True
260,Neutral,0.0,False,0.0625,3248041422,0.7351,3160201248,1511406243394502656,0.0,0.85,0.15,"Looking back at the 2022Gathering &amp; 's opening talk,  answers the question, ""how can funders move from inclusion to belonging?"" by sharing what _Fndn is doing &amp; encouraging others to do the same: https://t.co/TsBANg39Me

OwnWhatYouOwn https://t.co/fRIafefITr",Mention,Male,True
261,Positive,0.2666666666666666,False,0.3,1099181102,0.8979,3160201248,1511390154426101777,0.0,0.716,0.284,"Interesting perspective from  re: language and approaches to closing the racial wealth gap. ""Transformational structural change is required, and the ambition should expand beyond tying success to what current outcomes look like."" https://t.co/6CvDgb0J10",Mention,Male,True
262,Negative,-0.0833333333333333,False,0.7166666666666667,1544175998,0.1027,3160201248,1511055801208639488,0.0,0.82,0.18,"I said was in response to all lives matter, was all lives matter only matter if Black Lives Matter. - 

BLM Belonging Care OBI 

https://t.co/wFI1hYSJOb",Mention,Male,True
263,Positive,0.2583333333333333,False,0.6083333333333334,1544175998,0.7322,3160201248,1511055375893602308,0.088,0.704,0.208,"We have to change systems and structures that reflect care, and there's huge tension in this country in this world as to who really counts. It's amazing, Black Lives Matter, and then you get pushback saying no they don't. - 

CulturesofCare Belonging",Mention,Male,True
264,Negative,-0.1666666666666666,False,0.4333333333333333,1544175998,-0.839,3160201248,1511055011643494400,0.278,0.625,0.097,"I was saying, black lives don't matter in this country, the problem is not the policy, the problem is a lack of caring, the problem is that black people don't belong. So the problem is not a problem of poverty in this country is an indication of not belonging. -",Mention,Male,True
265,Neutral,0.0,False,0.0,1238550824931823616,0.0,3160201248,1511047213933162501,0.0,1.0,0.0," community! Use this link to register for 's April 14 event featuring  professor !   
https://t.co/lHWOLDrF4B https://t.co/O7ehde0by0",Mention,Male,True
266,Neutral,0.0,False,0.0,786597542330896384,0.0,3160201248,1510764595283169281,0.0,1.0,0.0,     _MPastor   https://t.co/LtlEC9yH4E,Mention,Male,True
267,Positive,0.3177083333333333,False,0.7708333333333333,292656704,0.7701,3160201248,1510226295925481476,0.029,0.825,0.146," You said this on  in February. Our 7th grade math teacher, Mrs. Cummings, had the students compile concepts they’ve learned this year. Thank you for teaching them to work through the hard stuff! They were so proud of themselves!  https://t.co/vvARvSg4hf",Mention,Male,True
268,Positive,0.45,False,0.65,1336709938115035139,0.9201,3160201248,1509208982371639301,0.0,0.681,0.319,"Field Builder  joins an esteemed panel of guests as  celebrates its Cultures of Care project launch. 

Learn more about the project and register for the free event here: https://t.co/EYnziFKhWh https://t.co/20UYlzDeQc",Mention,Male,True
269,Neutral,0.0,False,0.0,1500342068262367232,0.0,3160201248,1509189602888028161,0.0,1.0,0.0," https://t.co/qPQpv7T4W9 AUTHOR- SURYA NARAYAN CHAKRABORTY, .BOOK-DEVDAS 2.BENGALI LANGUAGE, ADDRESS -PATULI STATION BAZAAR PURBASTHALI, PURBA BARDHAMAN WEST BENGAL INDIA .PIN-713512. suryanarayanchakraborty3.com https://t.co/BM0Aa2Kf3o",Mention,Male,True
270,Neutral,0.0,False,0.1,1500342068262367232,0.0,3160201248,1509189423610855425,0.0,1.0,0.0," AUTHOR- SURYA NARAYAN CHAKRABORTY, MALE, DOB-27/08/1989.BOOK-DEVDAS 2.BENGALI LANGUAGE, ADDRESS -PATULI STATION BAZAAR PURBASTHALI, PURBA BARDHAMAN WEST BENGAL INDIA .PIN-713512.MOB-919064580984. suryanarayanchakraborty3.com https://t.co/qPQpv7T4W9 https://t.co/5hnqUZ0kzY",Mention,Male,True
271,Neutral,0.0,False,0.1,1500342068262367232,0.0,3160201248,1509180388752912385,0.0,1.0,0.0," https://t.co/PYLfhEy7VS AUTHOR- SURYA NARAYAN CHAKRABORTY, MALE, DOB-27/08/1989.BOOK-DEVDAS 2.BENGALI LANGUAGE, ADDRESS -PATULI STATION BAZAAR PURBASTHALI, PURBA BARDHAMAN WEST BENGAL INDIA .PIN-713512.MOB-919064580984. suryanarayanchakraborty3.com https://t.co/iyIGpLUnTC",Mention,Male,True
272,Positive,0.2181818181818181,False,0.6772727272727272,19925278,0.8442,3160201248,1508929831253135361,0.0,0.794,0.206,"❤️❤️On April 4th at 11 AM PT, OBI will launch ""Cultures of Care,"" a new project that celebrates people who practice collective care in rare ways, with , , , &amp; Elliot Kukla.

OBI culturesofcare

Join us: https://t.co/Nl4Rw9pCKQ https://t.co/7rZvrQ1lDY",Mention,Male,True
273,Neutral,0.0,False,0.0,569546005,-0.5423,3160201248,1508515823547305985,0.304,0.696,0.0,"    SocialJustice is poison.

https://t.co/mBY9HYBqya https://t.co/78UhqK91dl",Mention,Male,True
274,Negative,-0.2687499999999999,True,0.6416666666666666,1439632271129071617,-0.9396,3160201248,1508508913989259268,0.284,0.716,0.0,    Bad enough you woke not sees have to spread your BS. Can you at least keep it to and your followers? Everyone hates sponsored tweets! Especially woke loser tweets. Why pay to send them to people who are just gonna think you’re a jerk? Blocked.,Mention,Male,True
275,Positive,0.53125,False,0.4875,752954336888565760,0.8217,3160201248,1508483039155810304,0.0,0.787,0.213,"Videos from the _ADR event will be posted this week!
Thanks _Prof    _CvillePD    for a great event
AND many more (who do not have twitter handles!)",Mention,Male,True
276,Positive,0.5,False,0.5,1544175998,-0.2732,3160201248,1508052998794194944,0.058,0.942,0.0,"Have you ever taken the risk to bridge across differences? , , , , , Judith Butler, , and more joined us for OBConf21 to do just that. 

Risk Courage Belonging 

All vids:
https://t.co/wNfYyY0Y0m https://t.co/lMCTkWL02I",Mention,Male,True
277,Positive,0.25,False,0.5833333333333334,1544175998,0.6774,3160201248,1507541095718207499,0.0,0.852,0.148,"""One of the things I loved about bell is she critiqued these systems without confusing them with the people,"" - OBI director  in convo w/  &amp;  via  

full article by :
https://t.co/ohrq9Z4bL1",Mention,Male,True
278,Positive,0.4375,False,0.6875,21732927,-0.6591,3160201248,1507026937725669376,0.204,0.682,0.114,"Day 19 21dayequitchallenege

Being an Ally

“We must hear other people's suffering and stories.
Compassion means to suffer with others."" 
John A Powell

Thank you, 

Also, this Guide to Allyship which includes Dos and Don'ts is awesome
https://t.co/6xf5uS4X6h",Mention,Male,True
279,Positive,0.5,False,0.5,1544175998,-0.2732,3160201248,1506419996028809217,0.058,0.942,0.0,"Have you ever taken the risk to bridge across differences? , , , , , Judith Butler, , and more joined us for OBConf21 to do just that. 

Risk Courage Belonging 

All vids:
https://t.co/wNfYyY0Y0m https://t.co/Axe2012azP",Mention,Male,True
280,Positive,0.5,False,0.5,1544175998,-0.2732,3160201248,1505334084893130759,0.058,0.942,0.0,"Have you ever taken the risk to bridge across differences? , , , , , Judith Butler, , and more joined us for OBConf21 to do just that. 

Risk Courage Belonging 

All vids:
https://t.co/wNfYyY0Y0m https://t.co/JH9iT3zaCR",Mention,Male,True
281,Neutral,0.0,False,0.0,3320279355,0.0,3160201248,1505232855479246862,0.0,1.0,0.0,  https://t.co/uV2V1verTJ,Mention,Male,True
282,Neutral,0.0,False,0.0,36484465,0.6712,3160201248,1504460237725655041,0.049,0.769,0.181,"Why do our banks treat us like who we are matters but not healthcare?

To increase health equity, healthcare needs to make that change.

Check out this  podcast that I had the honor to appear on, alongside guest  of : https://t.co/Cl4zuYxQ55 https://t.co/zHSgdeQHKC",Mention,Male,True
283,Neutral,0.0,False,1.0,65151012,0.34,3160201248,1504228042050211845,0.0,0.915,0.085,"Drawing from a vast array of published material, Berkeley Law student Nahlee Lin ’22 — a research assistant with  Director  — played a key role in pushing the project forward.",Mention,Male,True
284,Neutral,0.0,False,0.0,14889353,0.7783,3160201248,1503850920219656201,0.0,0.786,0.214,Deputy Director of Strategy &amp; Program at the  working with the inimitable  - one of the wisest people I've had the pleasure of connecting with https://t.co/QsCHFP1r3D,Mention,Male,True
285,Neutral,0.0,False,0.0,2473584325,0.0,3160201248,1502799076512968707,0.0,1.0,0.0,"      Yet, it is the people who make up the system.",Mention,Male,True
286,Positive,0.25,False,0.5833333333333334,1544175998,0.6774,3160201248,1502798344221073422,0.0,0.852,0.148,"""One of the things I loved about bell is she critiqued these systems without confusing them with the people,"" - OBI director  in convo w/  &amp;  via  

full article by :
https://t.co/ohrq9Z4bL1",Mention,Male,True
287,Positive,0.1499999999999999,False,0.6,37781348,-0.2023,3160201248,1502744554029543424,0.067,0.884,0.049,"Ran into an unvaccinated person at the farmer's market today. They'd heard a lot about myocarditis etc, were tired of ""mask theater"" and so on. I talked with them and we found surprising alignment. A thread on building bridges, as  discusses. 1/",Mention,Male,True
288,Positive,0.5,False,0.5,1544175998,-0.2732,3160201248,1502150363415076867,0.058,0.942,0.0,"Have you ever taken the risk to bridge across differences? , , , , , Judith Butler, , and more joined us for OBConf21 to do just that. 

Risk Courage Belonging 

All vids:
https://t.co/wNfYyXJmBM https://t.co/jFxos9101v",Mention,Male,True
289,Positive,0.3,False,0.55,952604484861091840,0.7348,3160201248,1501841919730724866,0.0,0.823,0.177,"""The solution to othering is not saming, it's belonging. Belonging is the way forward."" Wisdom from  
But context matters: in more equal societies people are more likely to feel they belong, &amp; feel more responsibility for/social solidarity with others.
TaxTheRich https://t.co/uAp6BaUR0x",Mention,Male,True
290,Positive,0.7625,False,1.0,274616106,0.784,3160201248,1501654297926565888,0.0,0.367,0.633," Brilliant and inspiring, sir! ",Mention,Male,True
291,Positive,0.2099999999999999,False,0.5900000000000001,775757878435217408,0.9382,3160201248,1501653058467647494,0.0,0.629,0.371, He is one of my favorite human beings. Dr.  speaks truth with such a gentle spirit that is full of wisdom. I have had the honor of being guided by him. I am forever changed.,Mention,Male,True
292,Positive,0.0166666666666666,False,0.2,437895421,-0.2023,3160201248,1501614103080554497,0.113,0.792,0.095,"    With former President Trump hinting he will run again in 2024, the Trump Legal Threat blog tracks the active investigations and lawsuits faced by Trump, his lawyers, family and businesses @ https://t.co/CoFg8iq7A1 
For daily updates, follow me on Twitter.",Mention,Male,True
293,Neutral,0.0,False,1.0,4039075138,0.4019,3160201248,1501340686632816640,0.0,0.903,0.097,_Albatross  Nationality is only one piece of the identity puzzle. I notice a Berkeley program covers 'othering and belonging' -    The broader sweep may help understanding.,Mention,Male,True
294,Negative,-0.5,False,1.0,3248041422,0.1655,3160201248,1501279139227074561,0.0,0.944,0.056,"“The solution to othering is not saming…it's belonging…Belonging is the way forward. The world is going to change but it doesn't have to be scary.” - 

2022Gathering OwnWhatYouOwn https://t.co/VH2MBssRQw",Mention,Male,True
295,Neutral,0.0,False,0.4,3248041422,-0.5106,3160201248,1501271463252299779,0.152,0.848,0.0,Deep and thought provoking start to the 2022Gathering at this morning’s Practitioners Institute - “The Debt Can Never Be Repaid.” Q&amp;A w/   &amp;  https://t.co/S8sr44pyim,Mention,Male,True
296,Positive,0.5,False,0.5,1544175998,-0.2732,3160201248,1499931986789646336,0.058,0.942,0.0,"Have you ever taken the risk to bridge across differences? , , , , , Judith Butler, , and more joined us for OBConf21 to do just that. 

Risk Courage Belonging 

All vids:
https://t.co/wNfYyY0Y0m https://t.co/Psn06jb1cu",Mention,Male,True
297,Neutral,0.0,False,0.0,76743917,0.0,3160201248,1499912722162626561,0.0,1.0,0.0,". on how targeted universalism can inform efforts to close the racialwealthgap, community by community. https://t.co/QoMQHl98YG",Mention,Male,True
298,Positive,0.375,False,0.775,395052116,0.2023,3160201248,1499754605701435399,0.0,0.886,0.114,"""Recognizing someone's difference is important for them to belong... Belonging says, 'Bring your full self.'""",Mention,Male,True
299,Negative,-0.375,False,0.5,752954336888565760,0.5267,3160201248,1499724217708806147,0.0,0.923,0.077,"In one week we host the second leg of Rethinking Systems Design for Racial Justice &amp; Equity here _ADR w/  

Consider the noon keyonote:
 ( | fmr.  &amp; _Law) on the ""form &amp; substance"" of calls for race equity https://t.co/eYyPs4Rn8a",Mention,Male,True
300,Positive,0.175,False,0.375,1365360338,0.6865,3160201248,1499567107792674819,0.0,0.553,0.447,So true. Big fan of   work. https://t.co/bTVyVH1yYS,Mention,Male,True
301,Neutral,0.0,False,0.125,165826323,-0.3773,3160201248,1499514510461345800,0.211,0.688,0.1,"""The goal of education is not comfort [and] discomfort is not the same as injury""   
https://t.co/YhqRxIjKZr via ",Mention,Male,True
302,Neutral,0.0,False,0.5,18180700,0.7574,3160201248,1499473673354420224,0.0,0.48,0.52,  Me too! Such wisdom and grace.,Mention,Male,True
303,Positive,0.5,False,0.6,45224578,0.7096,3160201248,1499447939642511368,0.0,0.404,0.596,  I love this man’s spirit.,Mention,Male,True
304,Negative,-0.0366666666666666,True,0.3966666666666666,18180700,-0.2023,3160201248,1499443107284275202,0.104,0.896,0.0,We're often hard on individuals and soft on structures when we really should be hard on structures and soft on individuals. ~ john a. powell  naisac,Mention,Male,True
305,Positive,0.4,False,0.8,1544175998,0.5106,3160201248,1499092247370821635,0.0,0.769,0.231,"The price of free speech - and censorship featuring  
https://t.co/MnIhW8ktS3 via ",Mention,Male,True
306,Positive,0.1761904761904762,False,0.5,199256987,-0.4692,3160201248,1498136630749761541,0.174,0.72,0.107,"“Othering is not about liking or disliking someone. It is based on the conscious or unconscious assumption that a certain identified group poses a threat to the favoured group. It is largely driven by politicians and the media…”
 https://t.co/LAngK8ZMA5 ",Mention,Male,True
307,Negative,-0.1166666666666666,False,0.4444444444444444,2473584325,0.2144,3160201248,1497643244397772802,0.0,0.944,0.056,"  I think there is something deeper than interpersonal relationships at work. Yes, COMMON folk can find common ground, but it is the ruling class that divided us in the first place.",Mention,Male,True
308,Negative,-0.1333333333333333,False,0.5857142857142857,2473584325,0.0258,3160201248,1497642708579586050,0.065,0.867,0.068," What's crazy, the idea of identifying with a phenotype is so ingrained in our society that people are ready to slit your throat when you suggest that they can view themselves, simply, as humans.",Mention,Male,True
309,Negative,-0.0766666666666666,False,0.2333333333333333,2473584325,-0.2003,3160201248,1497642259789058049,0.097,0.844,0.06," ""There's no hope for them as long as they think they're white"". Wow...Bravo! I've been saying this for quite some time. Reading ""The Invention of the White Race"" revolutionized my thoughts on the subject to the point that I no longer consider myself ""black"".",Mention,Male,True
310,Positive,0.4791666666666667,False,0.4166666666666667,2473584325,0.8594,3160201248,1497636391118950400,0.0,0.604,0.396," I LOVE the experiment you did at Minnesota! I have never dreamed I was ""white"". Very interesting!",Mention,Male,True
311,Neutral,0.0,False,0.0,2473584325,-0.1695,3160201248,1497584564750934023,0.122,0.878,0.0," What if the ""threat"" will not allow you to just walk away?",Mention,Male,True
312,Positive,0.325,False,0.325,2473584325,0.4576,3160201248,1497584109388017671,0.0,0.75,0.25," Very interesting experience with the ""white"" conservatives in Alabama.",Mention,Male,True
313,Negative,-0.2,True,0.0,2473584325,-0.951,3160201248,1497577869173690371,0.291,0.676,0.033," ""I'm not saying I wouldn't intervene to stop someone from doing harm to someone close to me, I probably would..."" If someone comes to kill your family with a firearm you can choose between using violence against the perp or allowing your family to be killed.",Mention,Male,True
314,Negative,-0.8,False,1.0,2473584325,-0.2018,3160201248,1497575083539406856,0.244,0.506,0.25, Isn't removing a violent offender from their position of power alleviating violence even if violence is required for the violent offender's removal?,Mention,Male,True
315,Positive,0.2071428571428571,False,0.6571428571428571,2473584325,0.8805,3160201248,1497571014242447362,0.0,0.788,0.212," ""Why should I practice non-violence in relationship to someone who wants me dead"". Judith's response to her own question seems quite fantastical and unrealistic for someone who is interested in preserving their own life and the lives of those they love.",Mention,Male,True
316,Negative,-0.05,False,0.1714285714285714,2473584325,-0.8426,3160201248,1497568575221112841,0.192,0.808,0.0," How do you have relationships with people who overtly AND covertly do everything in their power to cause you physical and mental harm? Would you suggest that a battered wife should ""bridge"" with her abusive husband?",Mention,Male,True
317,Neutral,0.0,False,0.1428571428571428,2473584325,-0.0572,3160201248,1497567510794838024,0.043,0.957,0.0, What about the PHYSICAL inhumanity exacted on a marginalized group by the dominant group? The dominant group that doesn't recognize the MG's humanity doesn't need or want a bridge.,Mention,Male,True
318,Positive,0.5,False,0.5,1544175998,-0.2732,3160201248,1497319524722487296,0.058,0.942,0.0,"Have you ever taken the risk to bridge across differences? , , , , , Judith Butler, , and more joined us for OBConf21 to do just that. 

Risk Courage Belonging 

All vids:
https://t.co/wNfYyY0Y0m https://t.co/NhMrQuFpgN",Mention,Male,True
319,Neutral,0.0,False,0.6,2473584325,0.0,3160201248,1496642802255638528,0.0,1.0,0.0, Why are we situated soooo differently though?,Mention,Male,True
320,Negative,-0.09375,False,0.25,50186972,-0.6249,3160201248,1496629287352373248,0.186,0.814,0.0,"A little intro to  led by .

Christian Ivey speaks on the ""Roots of Structural Racism project""
https://t.co/YbhbaaoZ1z https://t.co/1uz7j8fBFi",Mention,Male,True
321,Positive,0.05,False,0.2,61206610,0.296,3160201248,1496611322892623872,0.0,0.939,0.061,"Before Native Americans can discuss how a universal framework might meet our needs, it is vital that we be seen. Michael Roberts of  on the need for recognition of Indigenous communities: https://t.co/SIScFeHO0a   ",Mention,Male,True
322,Neutral,0.0,False,0.1,2473584325,-0.6421,3160201248,1496471766625132545,0.134,0.866,0.0,  Who is it that has a problem with humanity though? You have groups that don't acknowledge the humanity of others. How can you bridge with someone who doesn't accept the fact that you are human?,Mention,Male,True
323,Positive,0.4,False,0.8,65151012,0.0516,3160201248,1496194383783542784,0.132,0.726,0.141, was featured on  discussing how free speech is under attack in the U.S. https://t.co/uyaB3YJRYi via  ,Mention,Male,True
324,Positive,0.25,False,0.3999999999999999,2769859722,0.6988,3160201248,1496189960793296898,0.0,0.776,0.224,"Thanks for introducing us to TargetedUniversalism, ! Will be prominent in the next version of EquityAnalytics !
   OBI Belonging 
https://t.co/hnqywNLn6A",Mention,Male,True
325,Positive,0.36875,False,0.61875,2437352029,0.6453,3160201248,1496122854324252672,0.0,0.74,0.26,"""The most important good we distribute to each other in society is membership."" - &amp;  
https://t.co/chwwUxF8YE",Mention,Male,True
326,Neutral,0.0,False,0.0,3775651,0.0,3160201248,1495960039441727489,0.0,1.0,0.0,Wait.  AND Judith Butler? Talking together? I'm soooooo there! https://t.co/XH0EKD4KDO,Mention,Male,True
327,Positive,0.5,False,0.5,1544175998,-0.2732,3160201248,1495956793339621376,0.058,0.942,0.0,"Have you ever taken the risk to bridge across differences? , , , , , Judith Butler, , and more joined us for OBConf21 to do just that. 

Risk Courage Belonging 

All vids:
https://t.co/wNfYyY0Y0m https://t.co/IM3opu2LmY",Mention,Male,True
328,Neutral,0.0,False,0.325,285875744,0.6908,3160201248,1495890449378258944,0.044,0.782,0.175,Thank you for this today   “One measure of a society’s sickness is the level of dissonance that an individual confronts in trying to fulfill all her moral duties.” One organisation helping build a muscle against this is _imagining ✨,Mention,Male,True
329,Neutral,0.0,False,0.0,367452524,0.0,3160201248,1495864655088074760,0.0,1.0,0.0,"""...true equality cannot be left to the whims of an electorate -- it is the predicate for democracy and the vote, not their product.""  FourHundredSouls https://t.co/oRTDjHHmlA (ed.  )  400souls",Mention,Male,True
330,Neutral,0.0,False,0.0,290718449,0.0,3160201248,1495799154345652224,0.0,1.0,0.0,"""The goal of education is not comfort.""  

👏👏👏

via ",Mention,Male,True
331,Neutral,0.0,False,0.0,561182057,0.0,18137417,1518249619234430976,0.0,1.0,0.0,,Mention,Male,True
332,Positive,0.25,False,0.6833333333333332,422134051,0.7479,18137417,1518223929483137024,0.0,0.611,0.389,   Reading this article now.  Enlightening so far and true.,Mention,Male,True
333,Neutral,0.0,False,0.0,2336915086,0.0,18137417,1518220798619705346,0.0,1.0,0.0, . and I wrote about this: https://t.co/stvv2abTX8,Mention,Male,True
334,Positive,1.0,False,0.75,780543331595980804,0.807,18137417,1518207869774184449,0.0,0.523,0.477, Hope it was Mediterranean Wraps - they have great falafel!,Mention,Male,True
335,Positive,0.2,False,0.2,338577075,0.1027,18137417,1518083675795173377,0.092,0.8,0.108, Yes if I’ve learned one thing it’s never ask you how you really feel about something if I lack bourbon or patience.,Mention,Male,True
336,Positive,0.2,False,0.3,16163217,0.3612,18137417,1518041268860899328,0.0,0.737,0.263," ""explain yourself"" sounds like a very tempting invitation",Mention,Male,True
337,Negative,-0.1,True,0.4,838766281729900544,-0.5574,18137417,1518030515084869632,0.419,0.581,0.0, that’s next level Karen shit,Mention,Male,True
338,Neutral,0.0,False,0.0,1078779639617736704,0.0,18137417,1518029999185399808,0.0,1.0,0.0, Explain yourself?!!?,Mention,Male,True
339,Neutral,0.0,False,0.0,1093788314,0.0,18137417,1518029730938855425,0.0,1.0,0.0, “Explain yourself” https://t.co/4IIPgI6g46,Mention,Male,True
340,Positive,0.1,False,0.2,1139599799320080385,0.0,18137417,1518010293669879808,0.0,1.0,0.0, Plus: Doesn’t she know that 3 minute old falafel is where it’s at? Any fresher and she’d burn her tongue.,Mention,Male,True
341,Positive,0.13,False,1.0,14422825,0.2732,18137417,1518008452626337792,0.031,0.913,0.056, Saw a woman mistreating someone like this a couple weeks ago and then proceeded to very loudly tell her: “You have something in your hair. Is it a leaf? I think it’s trash. Idk. You should look in a mirror. You’re not getting it. It’s still there.”,Mention,Male,True
342,Neutral,0.0,False,0.0,455949997,0.0,18137417,1517937697628729350,0.0,1.0,0.0,   _Publishing You know how we do!! 😂,Mention,Male,True
343,Positive,0.5,False,0.5,720056448810491904,0.0772,18137417,1517898509797654528,0.0,0.956,0.044," One of the cofounders, Jungwon Byun, is speaking on July 27th at noon PST at our Methods Speaker Series _Evidence https://t.co/2ZsY6LjLiY if you want to learn more https://t.co/Gdt2V4cFvP",Mention,Male,True
344,Neutral,0.0,False,0.0,1433446636324274185,0.0,18137417,1517888425436790785,0.0,1.0,0.0,    _ _Reports  WE GO UP WEGOUP WE ARE LEGION ,Mention,Male,True
345,Positive,0.10625,False,0.50625,724017823,0.5267,18137417,1517866352685502465,0.09,0.714,0.196,"_eckhouse  happy to report back that muting all related words has worked, for those (like me) whose Twitter habit is stronger than their weak will",Mention,Male,True
346,Positive,0.2,False,0.2,2987415637,-0.5267,18137417,1517849257004261376,0.185,0.815,0.0, Today’s lesson: Curiosity is as much a path to sorrow as it is to enlightenment. 🙅🏻,Mention,Male,True
347,Positive,0.7,False,0.6000000000000001,2541355955,0.0,18137417,1517695896535715842,0.0,1.0,0.0,  _Publishing You had  and I at “good evening…(silence in the room)…I’m from a [call &amp; respond] culture”😅🤗🤣,Mention,Male,True
348,Positive,0.2,False,0.2,825927273010327556,0.5574,18137417,1517645163832778753,0.11,0.6,0.29, _eckhouse I had no idea what you were talking about thanks thanks for clarifying I guess…..,Mention,Male,True
349,Neutral,0.0,False,0.0,891275162909331456,0.5106,18137417,1517644681152184320,0.0,0.68,0.32," _eckhouse Giuliani - and Trump - survived this 🤨
https://t.co/YEGyjhAlKL",Mention,Male,True
350,Negative,-0.0138888888888888,False,0.3055555555555555,2314182253,-0.0516,18137417,1517640590275448832,0.054,0.946,0.0, _32 Same. I’m going to be trying hard not to see it but you know exactly what it’s going to be.,Mention,Male,True
351,Positive,0.175,False,0.45,724017823,0.8271,18137417,1517636586460090368,0.0,0.749,0.251,_eckhouse  truly dark corners of twitter are stirring over this and i for one am logging off in the hope that by monday it will be better (it won't),Mention,Male,True
352,Negative,-0.5777777777777778,False,0.6444444444444445,2314182253,-0.743,18137417,1517633597783437312,0.344,0.656,0.0, ::scrolls down:: oh no. This is going to be the worlds worst discourse.,Mention,Male,True
353,Positive,0.5,False,0.5,2314182253,0.4404,18137417,1517633375342710784,0.0,0.818,0.182, I don’t even know what this is about and it’s probably better that way.,Mention,Male,True
354,Neutral,0.0,False,0.0,17803323,0.0,18137417,1517632488969015296,0.0,1.0,0.0, 😂,Mention,Male,True
355,Negative,-0.15,False,0.275,14966990,-0.7506,18137417,1517394613299986432,0.186,0.814,0.0," March 2012, before Obama outsourced the Syria mess to the Russians and allowed his comrade Putin to annex Crimea and foment ""civil war"" in other parts of Ukraine:
https://t.co/Oy7nMqjwyL",Mention,Male,True
356,Negative,-0.55,False,0.65,26126052,-0.5423,18137417,1517375213763121152,0.241,0.759,0.0,  The republicans will be outraged because he wore a green suit.,Mention,Male,True
357,Positive,0.25,False,0.5,119473903,-0.3182,18137417,1517374042956697600,0.158,0.757,0.085,"  We all should be interested because if we don't do something about lies in our world, there will be no Democracy. And that's just a fact.",Mention,Male,True
358,Negative,-0.3125,False,0.6875,2345244967,0.7003,18137417,1517371716711890945,0.0,0.691,0.309,  You mean if democracy in the United States of America is of interest?,Mention,Male,True
359,Neutral,0.0,False,0.0,1306347674929684482,0.0,18137417,1517371233943359489,0.0,1.0,0.0,  AMustListen,Mention,Male,True
360,Negative,-0.0999999999999999,False,0.475,1014050905,-0.8013,18137417,1517369362184695809,0.269,0.731,0.0," Why is it complicated? don't let BS share the same media space as real news.  Demand this from our media or block the source, and starve the ratings.",Mention,Male,True
361,Positive,0.2666666666666666,False,0.7000000000000001,1306347674929684482,0.7351,18137417,1517368083563831299,0.0,0.772,0.228,"  Was a KEY Speech…a bit like The Oxford one few Decades Ago…
ToDoOrNotToDo

Ps: And also The Perfect Location…(Palo Alto,1967: The Waves…)",Mention,Male,True
362,Neutral,0.0,False,0.0,328700027,0.34,18137417,1517366478537850880,0.0,0.876,0.124,_sipher   We still are not privy to the information that he had that determined his actions.,Mention,Male,True
363,Neutral,0.0,False,0.0,895643554831228928,0.4588,18137417,1517309857795387396,0.0,0.727,0.273, this may be of interest to you. https://t.co/s9ZDKSFAOk,Mention,Male,True
364,Negative,-0.0535714285714285,False,0.4589285714285714,884578187392544769,-0.826,18137417,1517275402699431938,0.211,0.734,0.055,  He's right. I appreciate his comments. I also believe that he failed to push back against Russia's efforts to spread this vile disinformation in our country. His reset policy with Putin only enabled him to push farther to undermine democracy.,Mention,Male,True
365,Neutral,0.0,False,0.0,345610440,0.0,18137417,1517266364620279813,0.0,1.0,0.0,  I wanna hearrrr this,Mention,Male,True
366,Neutral,0.0,False,0.0,455949997,0.0,18137417,1517265576787251200,0.0,1.0,0.0, 😂,Mention,Male,True
367,Neutral,0.0,False,0.0,964635660,0.5719,18137417,1517265387418701827,0.0,0.351,0.649, My pleasure.,Mention,Male,True
368,Positive,0.7,False,0.6000000000000001,81859001,0.4404,18137417,1517264113537220608,0.0,0.58,0.42, You had a good seat,Mention,Male,True
